Map,District,index,"(2020, <Office.PRES: 'Presidential'>, <Party.REP: 'Republican'>)","(2020, <Office.PRES: 'Presidential'>, <Party.DEM: 'Democratic'>)",G20PRELJOR,C20PRERTRU,C20PREDBID,C20PRELJOR,G20USSRPER,G20USSDOSS,G20USSLHAZ,S20USSRLOE,S20USSRCOL,S20USSRGRA,S20USSRJAC,S20USSRTAY,S20USSRJOH,S20USSDWAR,S20USSDJAC,S20USSDLIE,S20USSDJOH,S20USSDJAM,S20USSDSLA,S20USSDWIN,S20USSDTAR,S20USSLSLO,S20USSGFOR,S20USSIBUC,S20USSIBAR,S20USSISTO,S20USSIGRE,G20PSCRSHA,G20PSCDBRY,G20PSCLMEL,G20PSCRMCD,G20PSCDBLA,G20PSCLWIL,R21USSRPER,R21USSDOSS,R21USSRLOE,R21USSDWAR,R21PSCRMCD,R21PSCDBLA,RacialDemographic.TOTAL,RacialDemographic.HISPA,RacialDemographic.WHITE,RacialDemographic.BLACK,RacialDemographic.NATIV,RacialDemographic.ASIAN,RacialDemographic.HAWAI,RacialDemographic.OTHER,"(2016, <Office.PRES: 'Presidential'>, <Party.DEM: 'Democratic'>)","(2016, <Office.PRES: 'Presidential'>, <Party.REP: 'Republican'>)",area,perimeter
265,14,871958.0799297364,135309,226060,4112,135301,226098,4113,133695,220455,8593,75256,45574,3359,2852,1923,2382,147321,31881,10856,12467,9244,4183,2696,1407,2247,1045,1148,1037,984,877,133167,212615,12901,131901,213916,10532,118613,212230,117404,213393,120283,207748,757215.3800764136,99796.42074716192,246149.6088181663,326431.1346169174,1294.7611163288668,50573.432310867516,370.4760502447118,27515.334733419353,163469.89253354748,123335.3650038495,0.19461286548794784,4.122942055952176
266,1,2157034.5914518796,260160,105989,5000,260205,106018,5001,258616,99961,9417,100081,145726,4056,3252,2644,2691,67473,13145,7774,3891,2989,1785,1891,872,3064,1111,1116,827,728,844,255569,92911,13573,253501,93685,12311,233775,95021,232297,96399,235029,90296,770937.2014613503,89499.34501862685,566678.3627290915,62220.54953427248,1651.1763107570537,19458.37488991473,275.6855557985612,27953.630852314625,75476.3789887563,206692.4491042725,1.1546570454029217,9.329206415728745
266,2,2306915.3303143075,257674,82585,4659,257462,82492,4664,253261,78529,9404,134528,95571,6215,5064,4663,4148,45456,12286,8816,3498,3060,1940,1305,980,3262,1146,1442,1136,758,1435,249979,71538,12844,246203,72711,11863,223992,72658,223203,73415,223848,69163,762693.5472034607,101195.74500385181,572751.6608421509,46315.949342672284,1625.4706136347177,8577.469804303955,258.1532258097089,29433.691460012393,57144.984660884445,209571.5340167675,0.9708409042589998,8.74016002925026
266,3,1102001.8411719468,93511,248426,3279,93641,248650,3308,91214,243393,7229,49511,32945,2149,1938,1383,1413,173187,34162,8250,10730,10870,4722,2662,1232,1406,764,972,922,1966,723,90411,237871,10900,88789,239185,8578,78691,234987,77943,235827,79643,231637,757507.0996458379,70276.79090998108,166474.90422848234,466917.1359920217,1429.7388793839364,23731.6169729826,304.82046406523364,23594.464156967813,195207.23554280822,83624.08962163159,0.23949722054018524,5.087640950029801
266,4,1833385.2795565391,201840,169209,5753,201812,169188,5759,200870,162381,10280,114351,70557,3981,3847,3069,2682,109462,22880,10096,7370,7118,3344,1879,1201,3513,1412,1446,1137,1019,1115,200176,153099,16326,197868,155181,13890,179961,153526,178096,155358,181645,148751,773907.8331853328,102638.81666758309,430192.9278926229,173994.81909548872,1560.7055998760386,24026.71489568367,382.179789207138,34367.723389795734,118549.20634628797,173690.59218019777,0.3270178372217019,6.950759971289684
266,5,1383510.3974191505,216949,152119,5460,216833,151815,5458,218668,143607,9522,113142,86654,4598,4393,2866,3309,88927,21819,12406,7797,5105,2976,1913,1246,3346,1297,1481,1169,1015,1182,217842,132604,15251,216058,134131,13492,197284,135821,195048,137946,200163,129740,757617.6525430941,101360.39039483119,412362.7375200122,94651.456870536,1176.997885459767,114864.27900010534,281.78913238769877,28613.25859932197,94531.62083405556,181844.16372289252,0.17439548655389941,4.6988193534304665
266,6,2281322.9623085666,196056,162580,3692,195999,162493,3691,195477,156053,7076,102417,79460,3445,2618,2498,2480,112025,20337,6833,6193,6514,2452,2374,1212,1890,735,1063,993,596,808,193361,149894,9955,191003,150764,8313,175466,149292,174764,150186,176326,144471,778223.0996876969,32858.66423166604,391208.92733612144,313616.30791750405,1337.4914566074883,12331.083663921036,281.9857921572023,23946.100089689084,134958.6692466153,168928.7058249948,1.9209569583734996,18.14202586412914
266,7,1035248.7703818033,110942,254725,3827,110940,254743,3829,109288,248986,8139,61516,37089,2891,2364,1614,1878,172224,35171,10386,12672,10351,4559,2841,1443,1958,994,1155,1060,979,883,108944,241602,12552,107770,242774,9811,96631,241653,95478,242824,98052,237409,770894.2224148894,70762.27656600066,205993.63797691482,418635.29171206185,1442.8972247463362,40757.139697597566,344.00558980458237,27691.80266447879,193057.40095485316,102741.17513463869,0.16025001839838965,3.6550549977431412
266,8,2716205.7417014954,64562,287327,3770,64784,287806,3798,63212,280946,8047,34867,21587,1585,1698,1188,982,210395,32297,9404,11123,11532,4926,2637,1410,1729,1130,998,1012,1285,782,63483,272835,12939,62330,274669,9919,55135,275522,53928,276890,56523,271326,760234.4074222133,63743.80486604933,167452.4999229274,487963.1170611953,1358.319010772743,10009.876205142564,278.8384404488416,25144.27734968565,237089.34959989204,56532.3853121263,0.1688766861988596,4.422244179610603
266,9,1938547.8363361668,208610,142102,4214,208699,142074,4214,208464,135519,7569,110624,82712,3769,3143,2659,2612,95247,17883,7621,5626,4945,2431,1743,1331,2372,919,1155,988,751,814,206388,128183,11766,204190,129182,9794,187805,128743,186708,129879,189097,123875,762575.4556718417,51544.84292847901,433847.71725848474,224653.71822819812,1597.2928421639617,17495.22427932756,827.0478043173257,29311.250996772575,111660.50893686141,177038.4974528517,1.5904722747455406,11.471381793925534
266,10,2153715.1911448096,197208,160067,4373,197198,160052,4375,196987,153156,7814,105219,77503,3594,3053,2525,2719,95441,22431,7639,6660,7034,2775,2028,9627,2351,964,1288,997,768,857,194951,146407,11386,193041,146722,9744,177317,145376,176707,146023,178432,140513,772493.9490247865,42069.938723055566,409956.0687116843,270327.6284622899,1595.456983784404,15408.286823507058,804.5587414858859,29199.84394585587,126977.3307533847,166362.2941750052,2.1871382992463837,17.275028413724645
266,11,2982239.2832975993,202004,111892,2951,202068,111874,2958,200435,105924,6284,91335,86101,5939,3804,5194,4091,53747,23105,8125,7251,6149,2987,1674,1458,1799,819,1466,1210,641,1072,197684,101051,8445,193369,102260,7362,177316,99087,177327,99142,176894,96199,769336.9716502404,58564.00697070461,439904.6604667919,235805.37983989474,1800.1845628577112,7261.284117178069,364.63741862149254,23317.248810889083,92433.0,172473.0,3.8499376487324635,19.78707380596402
266,12,1541649.2059598588,132011,198049,4816,132111,197506,4847,137512,187107,8134,75876,46990,3044,3128,1757,2295,121219,25643,14634,10016,6932,3631,2325,1449,2793,1360,1373,1106,946,1020,137129,174602,14624,135737,176339,12162,127391,177425,124738,179932,130475,170456,767627.6176928207,190973.1213109578,298260.23027284496,136939.97241163248,1037.0611141676304,108094.48189171113,328.4798596440944,26758.208177168053,141329.7464550702,115788.09960974654,0.06548703618605894,2.524505806034854
266,13,2183113.075284097,181385,139658,4268,181401,139661,4268,178880,135281,7312,91913,67911,4138,3275,6568,3335,90588,19059,7825,6490,5313,2555,1322,1056,2302,961,1388,1079,779,889,177797,127008,11006,175280,127641,9369,161373,127453,161068,127799,161987,123208,757191.4576058907,63989.18946192639,423754.064275045,218468.76542899208,1671.7974986849088,16016.026631296763,1135.2955984081032,29066.730903948468,108734.0,149695.0,1.9211009500960081,12.860281939902258
266,14,2102845.49367178,138925,259779,6076,138701,259261,6059,149733,243676,8812,87834,49648,2188,2758,1721,1541,181644,23900,16212,7450,6494,3862,2093,1816,3646,1681,1611,1004,1087,869,151467,225720,17444,150109,227725,14588,142842,233359,138536,237493,146575,223918,750667.4847905443,83980.06694628658,443317.6005668256,127608.9081032402,1090.4100171033028,57648.14112732797,233.52258784413166,31734.76860309989,190813.56768053066,124122.0138448749,0.06340747402805591,3.7303636553423662
267,1,1541387.474641726,213650,156897,4973,213658,156955,4975,213761,150217,8796,111583,86405,4228,3331,2666,2908,99603,21621,9099,7814,5583,2685,2444,1178,2917,1100,1179,934,846,905,211968,142161,13467,210436,143299,11528,192552,143681,191129,145109,194278,138728,752696.5371271449,70518.37452227228,448735.5576598861,172661.31434623335,1326.0150144490851,27495.231840787994,264.34344725030746,27358.425585240388,110815.50891989749,178002.18044362866,1.0151539660884983,8.75286983891855
267,2,1895367.859909353,175222,200761,5575,175195,200765,5588,174517,193372,10165,100316,59758,3572,3642,2728,2223,133724,26526,10321,8384,8624,3948,2105,1320,3299,1332,1423,1166,1101,1037,174193,184248,16206,172256,186110,13660,156453,184727,154585,186598,158388,179750,779465.453210072,110251.93647153897,365002.73458856787,244130.11133065695,1485.1502740749759,19875.065125875004,379.81841579891244,32605.376434852427,146672.33707483692,154104.56313806566,0.1794882163834162,4.381389167581488
267,3,2158489.882930204,176411,151189,4388,176408,151194,4389,174541,146270,7363,92785,66276,3950,3268,3308,2984,98738,20492,7945,6806,5742,2668,1434,1898,2361,991,1407,1068,755,863,173653,137942,11235,171579,138553,9445,157144,137798,156776,138232,158094,133158,770273.0365810754,56051.263527491305,413706.17831097665,248888.25920068438,1709.6172632363002,16428.867377869276,1140.6946131000648,29249.113128374196,118367.0,145328.0,1.9108592812890053,13.24320783722639
267,4,1071789.4267412373,129735,196422,4485,129813,196259,4516,131644,188360,8497,70340,45656,3607,3439,1898,2702,116809,28044,13799,11952,7668,3799,2555,1438,2552,1311,1313,1131,966,1024,130951,177834,13819,129915,179336,11422,118414,179224,116482,181004,121198,173222,750838.5041124084,163117.71780394082,253768.90577731183,180074.39748322536,1123.105965562048,120365.48010901235,293.7118884258207,26992.23820621008,137828.597199456,114378.23556925854,0.07457386915334235,2.6383323401641166
267,5,2298222.5152589725,177280,152239,3152,177354,152200,3152,177078,146074,6009,88573,74847,3471,2625,2525,2355,99315,21369,7345,6859,5817,2600,2077,1483,1639,689,1057,1016,618,818,174716,140068,8963,172532,140837,7340,158297,138871,157823,139462,159087,134555,771102.528281906,44894.73421484674,372290.73969002196,310023.1295569047,1561.492675655378,13475.777704623782,818.9448116524346,25370.23631173481,128643.8029429579,154834.39142556363,2.41239208626923,18.60936809334962
267,6,2927469.5792968245,211204,105548,3101,211281,105533,3105,208900,100009,6538,93750,88279,6072,3882,8492,4483,49817,21958,7966,6777,5955,2865,1563,1437,1866,827,1539,1207,688,1040,205838,94952,8743,201147,96141,7678,185264,93388,185301,93390,184567,90605,779900.9680693295,63223.789822504914,463604.52699190023,217007.43987799794,1740.2891068335966,7251.248420031282,419.62818250548594,24249.694300011743,86246.09695520147,179566.26204103467,3.90631916203652,21.84369141571142
267,7,2313809.319535547,252937,77267,4121,252723,77180,4124,247909,74033,8755,129790,95120,6234,4835,4729,4291,42135,11905,8071,3627,3182,1862,1307,930,2768,1081,1355,1112,687,1454,244531,67902,11598,240390,69239,10699,217550,68254,216986,68786,216965,65455,769988.1931490272,95192.6444221112,573891.2490452474,60089.6198843285,1690.0448815459758,7512.528683968403,258.12778805142756,28916.68097726331,57363.443717811104,204514.44248511927,1.1283309334929987,7.431149935375008
267,8,1968287.0529749792,264361,99677,5167,264306,99561,5170,263237,93189,9652,106862,141647,4356,3790,2787,3003,58216,14107,9023,3992,3053,1948,1284,854,3299,1101,1296,960,782,997,260908,85172,14238,258840,85944,13180,237071,87922,235355,89513,238855,83003,757590.5418853627,106299.2576584208,520283.9338792625,42475.93573396558,1471.7060938963853,56197.59224256355,304.4101707957176,27573.157798710017,61921.57409113548,211970.75322948952,0.8182288864689378,7.707994997148103
267,9,2156762.691400566,179357,171747,4380,179357,171695,4382,179047,164773,7940,97749,68318,3350,2871,2342,2410,107666,22377,7517,6846,7499,2800,2310,8874,2195,939,1180,1034,767,896,177410,158387,11098,175367,159001,9360,160061,156855,159491,157521,160966,152104,768756.7457080017,42636.33381891333,375997.6296367328,298478.4511956117,1629.4157837140515,16324.444639684614,831.7705677011911,29746.069566192076,136750.10010184062,155235.3465334017,1.537176687601365,13.152923386929722
267,10,1384297.6769112882,171486,205776,3934,171547,205928,3949,170315,199366,7983,93252,64211,3161,2633,2130,2323,142886,26628,8423,8085,8452,3674,2413,1155,2108,904,1130,983,1284,810,168977,192419,12186,166823,193478,10072,152407,192268,151351,193403,154062,187296,767781.7357702323,51683.20985257368,325756.2339106368,335960.94070653204,1379.9339395104575,22097.222650238506,281.5418609980542,26275.52816613433,155176.69118603048,152240.84937353473,0.872779167926014,8.960504952668572
267,11,2137749.742455054,109260,230928,3658,109484,231433,3699,107266,225610,7618,58889,39037,2316,2134,1622,1471,162611,29532,8013,9989,10047,4256,2431,1207,1661,838,998,942,1579,731,106809,218889,11641,105226,220575,9139,94569,218665,93525,219792,95558,215088,766348.0265235826,69522.70655923325,208227.0267260602,442346.1267758003,1507.6540117124507,16401.037257841315,272.59056907642065,23768.691574105782,186265.06624509214,91765.44725181421,0.3593626834890172,6.745670296167291
267,12,1430544.2817382524,67899,289506,3643,67891,289440,3646,66974,283445,7379,36804,22729,1760,1737,1110,1206,209439,34667,9990,11551,10434,4590,2806,1479,1784,1107,1103,997,1100,802,66967,274801,12413,66039,275915,9481,58918,276488,57670,277828,60149,271704,756892.076381269,74665.7644177733,171804.195726648,442613.23350597004,1319.8483092252804,35572.201282266586,316.3650286806326,25885.31108725234,233584.23431042014,60680.04572721586,0.1292561298093445,3.6497136885211923
267,13,2288026.106642911,90713,265565,5004,90637,265060,4982,100242,250898,7730,58265,32359,1623,2164,1224,1175,185450,25680,15099,8482,7852,4297,2163,1762,2838,1547,1370,985,1097,818,102125,235097,15280,101080,237018,12366,95566,240287,91953,243837,98857,232472,750251.3616753037,98325.71030007864,348728.804103198,209895.07096755816,1100.7320282724088,58976.25372275348,251.65591423042508,28344.592467939558,203053.88382781096,78741.56564383474,0.04946351661035748,2.2539660911606725
267,14,2145531.3895630846,242322,170985,6557,242200,170430,6552,247186,158903,10614,134256,95812,3892,3984,2788,2642,110626,19212,13410,5603,4498,2953,1795,1318,4144,1526,1604,1105,1048,1098,246135,145453,18124,243618,147523,15826,230713,151495,227414,154638,233665,143822,770022.2915252846,77073.5566083008,520358.2839535497,73474.96943453109,1329.994652311606,57707.04894248386,267.39674173310544,33797.88439597895,115274.66342750925,207741.9171380388,0.4006513095516249,7.04958172100312
268,1,2115836.1550096828,227227,183382,6523,227261,182661,6541,234989,169288,10133,133168,84204,3746,4092,2644,2502,117896,19988,15025,5996,4570,3018,1795,1380,4065,1536,1656,1074,1049,1127,234742,154487,18011,232664,156529,15807,221132,161576,217437,165080,224908,153035,755638.536428032,82213.81052900871,495954.04606923205,68492.89971008652,1052.4279236711689,70290.38060808583,270.5817000083381,32094.066580177037,120792.55366288182,195027.56025417717,0.13456255878678647,4.080578087498237
268,2,1828945.7870349882,184030,205275,6412,183977,205208,6421,188936,193512,10331,110393,63679,3294,3685,2512,2120,133421,25279,12704,7750,7592,3862,2017,1545,3861,1560,1669,1175,1168,1055,189354,180932,17636,187475,183094,14907,174500,182847,171244,186028,177380,176105,772742.3658101389,103597.97576487034,420588.26191427227,168300.59482105484,1369.9575601387571,37129.528782033485,296.88349847204586,34491.40922381752,143955.415961306,162814.20405905455,0.12492199907119636,4.371924487912521
268,3,2227102.0908877654,272962,77178,4301,272797,77113,4304,267839,73537,9133,130219,115340,6279,4854,4564,4140,42476,11393,8393,3281,2830,1818,1268,975,2874,1073,1367,1067,719,1401,263743,67258,12120,259639,68352,11241,238086,68391,237391,69030,237585,65050,774458.6243846248,93152.15015589367,600143.476529697,41251.06779259021,1721.825007202042,7221.30283174014,239.97591511688026,28495.282011687937,55411.13549863819,219836.8062776528,1.3583706703304983,9.01383853142557
268,4,2331624.8656416247,92092,257106,3748,92214,257349,3773,89493,251849,8111,49787,31124,2200,2151,1651,1299,181739,32681,8747,11160,11618,4763,2570,1345,1636,931,1009,1026,1299,861,89459,245008,12305,88075,246876,9628,77330,244673,76366,245727,78557,240924,751032.6456633115,68342.69134737068,181405.57269751653,460954.64719131857,1454.495857948334,8857.978661475465,356.46729142820294,25009.030992555374,204852.75483346163,82023.1219667282,0.17855866420146163,4.521091597589715
268,5,2362054.0591222504,187078,155985,4366,187094,155969,4367,186263,149736,7655,99984,69737,3815,3129,4505,2970,92525,21672,7582,6761,6851,2777,1945,9567,2331,955,1366,1063,755,888,184592,142560,11087,182516,142996,9402,167063,141462,166713,141865,167964,136641,776757.5597105947,44327.39816325856,409334.0837064628,273232.19123635447,1699.7366038972325,14758.40413051182,855.4262369383748,29559.685796784088,124054.99894692114,159023.923797903,2.1399213399500012,16.08184229405391
268,6,2708388.834718519,173575,137312,2912,173609,137253,2909,173067,131267,5728,84748,73542,3766,2591,3191,2436,81698,22314,7475,7271,6033,2769,2031,1483,1552,738,1138,1060,602,910,171186,125252,8302,168029,126492,6815,153668,123905,153416,124290,154027,120082,767598.2564812017,54399.80265490253,374573.5060758732,299189.31304447574,1605.512296470629,10754.216254399498,652.5074871859,23896.67804777184,117190.47680074617,153126.7352352887,2.8914285264921764,14.422714176528823
268,7,1384323.838041538,89318,255163,4408,89264,255179,4407,92839,245667,7829,51113,30958,2428,2294,1259,1715,175923,29432,13101,10587,8020,4059,2532,1562,2442,1386,1252,1038,934,815,93329,233017,14173,92122,234587,11293,84998,238114,82638,240373,87307,231443,754059.9649852419,131513.7168090875,257152.00706079838,255171.30241505773,1291.5391401313889,76082.43422261046,253.0063490674534,27552.937669553263,195739.96005116956,81177.06072771402,0.06146086638390138,2.6004246709489105
268,8,1148478.6886362073,160991,180587,4856,160886,180427,4864,162819,172309,8858,86060,58801,4187,3990,2342,3214,104444,26507,14095,10587,6882,3508,2422,1427,2952,1354,1423,1252,986,1182,162140,161279,14453,160794,162766,12356,145853,162806,143876,164659,148924,156629,779418.9240637855,159222.35318021275,305454.3848954414,134451.91251265825,1173.304534880732,146366.5504085715,309.3932412557038,27664.815129430244,120989.85352129668,138941.93248040587,0.09603998166412053,2.954296775541805
268,9,2431077.903860479,181016,152121,4412,181064,152090,4415,179398,145985,7901,89565,69697,5296,4055,4092,4034,89593,24151,9772,7819,6649,3336,1619,1521,2509,1088,1594,1263,911,1076,178328,138189,11732,175235,139095,10097,161095,137626,160885,137849,161816,133489,772702.4404898181,63406.940050633726,421631.9259000201,234264.7872765066,1902.9994106935503,16895.05901435936,1186.4511776307922,30112.300050327947,118303.14639314104,151147.6683238501,2.2060626920793287,15.433060395401602
268,10,1952175.5159947244,236284,135211,4422,236339,135321,4428,234672,129553,8393,127327,90161,4320,3538,3115,3095,91619,16931,7339,5475,4951,2421,1613,984,2675,920,1212,976,758,836,232448,122470,12661,229717,123802,10735,210127,123390,208898,124621,211013,119163,772636.4231340342,50538.27301359417,477706.306309867,195428.6341160359,1560.5666245438788,14378.232358625302,471.62296426311786,29275.428229025554,100586.37037436546,196719.3831099236,1.2142471419807657,9.410335202262416
268,11,1735689.0000159626,214961,128464,3776,214988,128517,3775,212710,123611,7429,109565,84819,4348,3055,4996,3016,83428,18344,6225,6146,5406,2238,1612,938,2139,733,1103,916,599,810,209671,118052,10382,207332,118879,8843,190182,117967,189492,118743,190324,114291,753559.9718398075,57507.87090448826,429512.7037432565,222098.099060399,1274.4883448795695,14754.189049686103,287.5381431757644,24965.540208218747,94940.4616704417,180038.48667096047,2.167313218344675,18.478690121423877
268,12,1859087.0881093782,50958,296286,3698,51020,296210,3717,50918,289073,7528,27107,17260,1372,1558,926,959,214257,34075,10607,11218,10896,5124,2843,1493,1765,1181,1050,956,1968,745,51371,280226,12710,50441,281639,9766,44190,281732,42881,283195,45734,277274,775825.8639114123,70590.93110253211,170571.3600721684,471587.2896415522,1424.4135474735185,31163.75824555086,287.6582633283768,25627.296965600493,244569.3787359423,44134.422650772874,0.09493914159712737,3.3517741240215475
268,13,2208315.896973166,238568,108350,4772,238583,108358,4774,237726,102368,8702,90883,134571,3736,3024,2528,2571,67926,14596,7273,4217,3465,1859,1948,875,2824,1049,1040,818,727,791,235013,95584,12880,233330,96218,11490,213479,97028,212137,98287,214724,92551,750264.5647298145,99906.87324404115,520744.23732204,83040.7285615303,1523.5255147919415,15672.181390651696,274.3011722506205,25989.921013628624,79908.99997240944,190395.9998836258,1.2003307318539345,8.520365594086886
268,14,1424635.275953714,152777,202087,3532,152758,201978,3534,150948,196764,7308,83295,56561,2805,2319,2024,2105,140090,26755,7683,8499,8643,3393,2472,1238,1806,789,1075,956,843,796,149805,191011,10559,147879,191644,8816,133276,188406,132467,189366,134426,184285,755211.8583681826,44736.21308010583,297384.1277033542,370655.5326203797,1320.207633277257,11355.784041698498,359.186559878429,25398.60808142133,156667.4935772789,134696.69456194283,0.9258797283515036,8.983909430417583
269,1,2217742.250371639,99356,259980,4886,99406,259726,4879,107498,246163,7895,62316,35260,1780,2285,1379,1185,179115,27843,13844,9081,9087,4404,2223,1686,2574,1239,1332,974,1119,826,109013,232501,14649,107693,234554,11892,101353,235173,98023,238425,104170,228224,760141.51211661,109814.54150525552,306751.8813424375,260115.01246671277,1179.1334477941487,49350.62546035714,272.8803202875113,27609.739071646556,197214.0718644832,88166.10680371828,0.07552872734269937,4.115373746320782
269,2,911265.8630905687,107935,222374,3905,107923,222449,3906,107122,216592,7934,58432,36432,3177,2605,1541,2212,141469,32322,11292,12870,9208,4293,2775,1480,2129,1136,1144,1075,940,879,106372,208327,12768,105212,209625,10245,94462,208580,93198,209777,96117,204113,760773.2377551289,155604.19138530377,205258.2604179069,304935.62460097123,1329.4798942769514,62165.22218155439,367.7490072910601,25895.934449438635,163459.5778487034,99114.60782046898,0.11672371216349797,3.103791891933373
269,3,2404366.5771660036,183842,150826,3683,183871,150830,3684,183104,144491,6868,94256,72568,3571,2795,4498,2816,91052,21093,6814,6363,6447,2560,1894,8694,1851,855,1285,969,651,861,180556,138276,9757,178343,138438,8256,164154,136542,163755,137040,164693,131795,766813.5047006345,42279.90284619652,397288.7653626864,284689.3751669695,1536.1472758282262,12762.443133621973,715.8411677752765,24964.335441652525,125159.25913906193,158728.95990647326,2.568604091099084,14.801747779517902
269,4,2344290.649739181,184323,143778,4537,184354,143742,4538,181967,138632,7997,90856,70660,5230,4028,4686,4120,88448,21090,9043,7131,5848,3013,1455,1204,2624,1058,1549,1227,908,1036,180604,130855,11949,178046,131551,10246,163796,130739,163585,130944,164497,126699,756084.7179711217,58284.79629605161,432672.67283249286,210921.81390972406,1842.7144039696768,16678.05053518523,1199.520311505104,31121.123669636403,110044.0,151340.0,1.9735095389755057,11.012995755884738
269,5,1826573.368825825,194545,149769,3582,194606,149814,3590,192866,144398,7206,102453,76495,3618,2678,2644,2540,102745,19654,6391,5915,6308,2427,1988,1030,1971,727,1023,943,672,723,190480,139119,10012,188037,139926,8437,170643,137948,169905,138846,171170,134009,760845.1874403541,41390.722229088606,392338.27514424,285449.02496386255,1377.8236177662309,10930.194263598982,314.1039280660597,25959.17315048782,115565.25389508334,167678.73108121002,1.822461872987513,12.20620873720056
269,6,1415003.4995604765,120898,224064,3854,121032,224522,3883,119581,218198,7732,65981,43240,2480,2357,1669,1572,154857,29908,8566,9540,9502,4369,2423,1164,1841,884,1009,950,1782,720,119029,211191,11910,117312,212786,9504,107117,211076,106072,212166,108349,207102,753144.7958293031,71999.78035316804,221166.83092016756,402372.4183359714,1383.3146841576142,27122.555325923313,300.27551714822596,24255.31467726402,174542.6770477428,104421.81766048838,0.289218381114679,4.4866456076276835
269,7,2288024.9715595297,258118,77908,4353,257911,77815,4357,253309,74379,8980,130928,99930,6208,4858,4591,4110,42786,11645,8364,3391,2905,1821,1280,950,2957,1107,1393,1076,723,1430,249716,67829,12207,245727,69026,11281,224424,68753,223718,69426,224018,65568,756869.8885215621,96998.64409967035,574191.3895087101,45052.702672647894,1676.6480117134436,7862.504334805757,261.1425085359222,28479.026953806602,55408.31924033931,209603.9494263407,1.1155726975641933,6.97351235115272
269,8,1993950.1402496465,221012,151683,4970,220950,151631,4972,220848,145037,8618,114300,91779,3908,3147,2739,2873,98250,20037,8123,6217,5848,2494,2518,2017,2834,1071,1205,943,807,883,219013,137367,13060,217456,138106,11186,198985,138266,197802,139456,200638,133141,777116.6817201396,55925.02693023325,479794.3366363748,188480.81629669477,1432.4370724238918,18723.640410327072,342.71557027539933,28579.68412092036,115176.18789592381,181237.30957491987,1.4934450002465927,10.943715347064872
269,9,2094338.7523169373,43341,327718,3908,43394,327650,3925,43823,319958,7698,23758,14275,1223,1470,839,839,243656,34756,11231,11452,10809,5042,2822,1624,1914,1355,1111,1027,1384,817,44477,309342,13448,43872,310768,10098,38675,313567,37141,315256,40423,307858,774000.5299937029,47113.8990781999,185116.35445541138,478077.5757012013,1309.5798364454774,30680.934204259123,231.89335735127125,26846.628466435373,272045.12515150406,37151.40320978745,0.08444394963262447,3.0647423489867527
269,10,1501715.926299461,180446,188573,5217,180442,188056,5244,185298,177525,8877,101529,65642,3967,4033,2350,2969,112954,25039,15319,9018,6233,3347,2321,1477,3156,1442,1566,1220,1025,1198,185031,164365,15320,183463,165968,13281,170681,168435,167922,171035,174510,160759,770502.8425000063,112793.5118353677,361939.05587037717,105756.69793990933,1123.076378845778,154186.03330649447,288.09197047333464,29438.277367912942,124824.06317319791,155917.95978263902,0.10587317359131071,3.4601779836827213
269,11,1834821.1847751746,198752,200842,6940,198592,200451,6945,203275,189143,11078,118283,69037,3499,3929,2651,2306,130613,24449,13596,7378,6644,3695,2064,1469,4265,1701,1672,1254,1134,1139,203190,175926,19004,201135,178133,16251,188163,179781,185005,182841,191338,172524,771558.0440686517,109024.18584024879,439942.2304386666,138232.14419686052,1216.2110331258468,40513.61030930846,302.90827968367154,35241.8368660647,140740.94016576916,178521.04579060336,0.09528323494318529,3.717617849668142
269,12,2724079.895411893,176370,128656,2583,176378,128632,2579,175459,122811,5444,84019,73678,4321,2824,4699,2762,71736,23132,7333,7443,6234,2804,1908,1567,1419,692,1204,1050,550,932,173496,117491,7385,169596,118829,6267,155346,115828,155256,116032,155169,112706,760497.4868833465,57997.173622185466,376154.76737881,292622.29942764004,1613.0597644960576,7667.64226651594,579.4651528246934,21780.40567505628,110970.74610491666,153986.26891878998,3.319060381163009,15.05067650642879
269,13,2201112.5745708807,208367,152824,4407,208431,152777,4414,206074,147540,8521,111704,78634,4063,3394,3078,2830,101854,20427,7843,6805,6438,2760,1838,1179,2505,956,1232,1024,845,944,204833,140522,12838,202246,142111,10743,182101,140537,181057,141594,183316,136296,769632.6307238598,52267.86420536469,434546.72475493065,231980.28349458266,1763.7609614571259,12566.670776817688,638.5791436398914,31714.456308489585,113917.4246949732,177679.49106898785,0.8259336402374269,8.411636925715442
269,14,1960449.3460627834,284532,95512,5313,284564,95538,5313,282393,89652,10191,114399,152824,4547,3932,2985,3042,57500,12723,8262,4163,2895,1916,1178,792,3391,1070,1229,908,778,905,279371,82214,14704,277110,83148,13509,255079,84698,253402,86275,256281,80168,773926.9397755791,111962.7597736658,554994.4549367882,49433.21082625195,1591.6136176995308,24469.87349123044,285.8337651425788,28247.06378118819,58895.353778301214,225556.3489555729,0.9083774445526487,8.796607019033265
270,1,1911691.7537878253,185988,196193,6407,185932,196145,6408,189885,185348,10334,109890,65634,3225,3520,2408,2103,129061,23980,12270,7264,7109,3544,1970,1355,3793,1474,1555,1134,1083,989,189903,173542,17606,188092,175479,14936,175762,176365,172905,179130,178696,169638,757883.9831384219,111451.97007679619,407483.9815227712,161166.45992048876,1251.9591150115016,36350.789562802136,274.2991449374996,33256.829498298066,138608.7817148112,164578.99250391667,0.12809868083223272,5.201422005923905
